"run_id","completed","predicates","total_clusters","avg_cluster_size","biggest_cluster_size","biggest_cluster","total_donors","donor_type","total_run_time","donor_cluster_ratio","settings_file"
55,"2020-12-02 22:25:45.588943","(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (commonTwoTokens, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.4, zip)) (ExistsPredicate: (Exists, state), SimplePredicate: (commonIntegerPredicate, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, street))",11873,"3.70588730733597",73,"i.b.e.w educational committee:354196",84189,"CORP","2694.21784901619","7.09079423902973","dedupe_extension/settings_IND_2"
56,"2020-12-02 22:37:32.818656","(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sortedAcronym, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, state)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (hundredIntegersOddPredicate, name), TfidfTextCanopyPredicate: (0.6, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name))",11328,"3.43617584745763",64,"assn of municipal empl:324391",84189,"CORP","707.215345859528","7.43193855932203","dedupe_extension/settings_IND_3"
57,"2020-12-02 22:44:43.672422","(SimplePredicate: (doubleMetaphone, name), SimplePredicate: (oneGramFingerprint, zip)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, name))",10503,"3.09711510996858",58,"afscme  local 372:321676",84189,"CORP","430.842895030975","8.0157097972008","dedupe_extension/settings_IND_4"
58,"2020-12-02 22:46:17.527471","(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sameThreeCharStartPredicate, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, zip)) (SimplePredicate: (commonSixGram, zip), SimplePredicate: (fingerprint, name))",14706,"3.24282605739154",67,"gr. ny auto dealers, inc:444529",108644,"CORP","32.3930680751801","7.38773289813682","dedupe_extension/settings_IND_0"
59,"2020-12-02 23:49:17.552924","(LevenshteinCanopyPredicate: (2, name), LevenshteinCanopyPredicate: (3, street)) (SimplePredicate: (commonTwoTokens, city), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (oneGramFingerprint, state)) (LevenshteinCanopyPredicate: (2, name), SimplePredicate: (doubleMetaphone, street))",15799,"3.63871131084246",91,"iaff uniformed fire officers  local 854:449740",108644,"CORP","3780.0111720562","6.87663776188366","dedupe_extension/settings_IND_1"
60,"2020-12-03 00:08:43.442634","(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (commonTwoTokens, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.4, zip)) (ExistsPredicate: (Exists, state), SimplePredicate: (commonIntegerPredicate, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, street))",15529,"3.85530298151845",91,"iaff uniformed fire officers  local 854:449740",108644,"CORP","1165.87492132187","6.9962006568356","dedupe_extension/settings_IND_2"
61,"2020-12-03 00:32:54.381449","(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sortedAcronym, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, state)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (hundredIntegersOddPredicate, name), TfidfTextCanopyPredicate: (0.6, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name))",14996,"3.55161376367031",82,"new  york state laborers pac state fund:471049",108644,"CORP","1450.92478489876","7.24486529741264","dedupe_extension/settings_IND_3"
62,"2020-12-03 00:44:17.333623","(SimplePredicate: (doubleMetaphone, name), SimplePredicate: (oneGramFingerprint, zip)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, name))",14239,"3.20556218835592",63,"afscme local  1113:407560",108644,"CORP","682.939942836761","7.63003019874991","dedupe_extension/settings_IND_4"
63,"2020-12-03 00:46:26.32451","(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sameThreeCharStartPredicate, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, zip)) (SimplePredicate: (commonSixGram, zip), SimplePredicate: (fingerprint, name))",18196,"3.33930534183337",78,"law p.a.c. of new york:549924",132169,"CORP","38.7882580757141","7.26362936909211","dedupe_extension/settings_IND_0"
64,"2020-12-03 01:43:42.211989","(LevenshteinCanopyPredicate: (2, name), LevenshteinCanopyPredicate: (3, street)) (SimplePredicate: (commonTwoTokens, city), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (oneGramFingerprint, state)) (LevenshteinCanopyPredicate: (2, name), SimplePredicate: (doubleMetaphone, street))",19377,"3.75279971099757",100,"unif'd fire officers asso. local 854:604023",132169,"CORP","3435.87311506271","6.82092171130722","dedupe_extension/settings_IND_1"
65,"2020-12-03 02:05:35.925117","(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (commonTwoTokens, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.4, zip)) (ExistsPredicate: (Exists, state), SimplePredicate: (commonIntegerPredicate, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, street))",18891,"3.98359006934519",113,"unif. fire officers assn.:604025",132169,"CORP","1313.69773697853","6.99640040230798","dedupe_extension/settings_IND_2"
66,"2020-12-03 02:48:03.732697","(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sortedAcronym, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, state)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (hundredIntegersOddPredicate, name), TfidfTextCanopyPredicate: (0.6, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name))",18432,"3.65787760416667",88,"uniformed fire officer's association:604103",132169,"CORP","2547.79221200943","7.17062717013889","dedupe_extension/settings_IND_3"
67,"2020-12-03 03:02:57.27096","(SimplePredicate: (doubleMetaphone, name), SimplePredicate: (oneGramFingerprint, zip)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, name))",17600,"3.29289772727273",69,"afscme - local 1407:487362",132169,"CORP","893.525605916977","7.50960227272727","dedupe_extension/settings_IND_4"
